"list_name","name","label::English","label::Portuguese","label::Swahili","country","region","district","ward","village"
"hamlet","8 de Marco","8 de Marco","8 de Marco","8 de Marco","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Alfredo","Alfredo","Alfredo","Alfredo","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Ambrosio","Ambrosio","Ambrosio","Ambrosio","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Armando Emilio Guebuza","Armando Emilio Guebuza","Armando Emilio Guebuza","Armando Emilio Guebuza","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Batelao","Batelao","Batelao","Batelao","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Benejoaque","Benejoaque","Benejoaque","Benejoaque","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Capece","Capece","Capece","Capece","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Chicote","Chicote","Chicote","Chicote","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Chimpene","Chimpene","Chimpene","Chimpene","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Chitequeteque","Chitequeteque","Chitequeteque","Chitequeteque","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Chiverano","Chiverano","Chiverano","Chiverano","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Chizimba","Chizimba","Chizimba","Chizimba","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Chunga","Chunga","Chunga","Chunga","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Cimento","Cimento","Cimento","Cimento","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Cocorico","Cocorico","Cocorico","Cocorico","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Cunhanhassa","Cunhanhassa","Cunhanhassa","Cunhanhassa","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Dande","Dande","Dande","Dande","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Danhau","Danhau","Danhau","Danhau","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Dombe/Balame","Dombe/Balame","Dombe/Balame","Dombe/Balame","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Eduardo Mondlane","Eduardo Mondlane","Eduardo Mondlane","Eduardo Mondlane","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Forca da Mudanca","Forca da Mudanca","Forca da Mudanca","Forca da Mudanca","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Gale","Gale","Gale","Gale","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Gonda","Gonda","Gonda","Gonda","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Josina Machel","Josina Machel","Josina Machel","Josina Machel","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Liberdade A","Liberdade A","Liberdade A","Liberdade A","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Liberdade B","Liberdade B","Liberdade B","Liberdade B","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Luta Continua","Luta Continua","Luta Continua","Luta Continua","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Magamba","Magamba","Magamba","Magamba","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Malulo","Malulo","Malulo","Malulo","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Mangala","Mangala","Mangala","Mangala","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Mazembe","Mazembe","Mazembe","Mazembe","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Mifarinha","Mifarinha","Mifarinha","Mifarinha","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Migoa","Migoa","Migoa","Migoa","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Mocha","Mocha","Mocha","Mocha","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Mugurrumba Sede","Mugurrumba Sede","Mugurrumba Sede","Mugurrumba Sede","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Mulaira","Mulaira","Mulaira","Mulaira","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Muriwa","Muriwa","Muriwa","Muriwa","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Muto","Muto","Muto","Muto","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Ndima Mangaze","Ndima Mangaze","Ndima Mangaze","Ndima Mangaze","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Nhalumbanda","Nhalumbanda","Nhalumbanda","Nhalumbanda","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Nhamissundo","Nhamissundo","Nhamissundo","Nhamissundo","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Nhanga","Nhanga","Nhanga","Nhanga","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Norte","Norte","Norte","Norte","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Nota","Nota","Nota","Nota","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Nsadgi","Nsadgi","Nsadgi","Nsadgi","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Nsando","Nsando","Nsando","Nsando","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Ntada","Ntada","Ntada","Ntada","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Posso","Posso","Posso","Posso","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Sabesse","Sabesse","Sabesse","Sabesse","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Samurendje","Samurendje","Samurendje","Samurendje","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Serracao","Serracao","Serracao","Serracao","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Tambalico","Tambalico","Tambalico","Tambalico","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Tesoura","Tesoura","Tesoura","Tesoura","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Tewe","Tewe","Tewe","Tewe","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Tiquita","Tiquita","Tiquita","Tiquita","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Vembe","Vembe","Vembe","Vembe","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Vumbe","Vumbe","Vumbe","Vumbe","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Xamanga/Bone","Xamanga/Bone","Xamanga/Bone","Xamanga/Bone","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Zona Verde","Zona Verde","Zona Verde","Zona Verde","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Zondene","Zondene","Zondene","Zondene","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Other","Other","Outro","Nyingine","Mozambique","Zambezia","Mopeia","Mopeia Sede","Mopeia Sede/Cuacua"
"hamlet","Alfredo","Alfredo","Alfredo","Alfredo","Mozambique","Zambezia","Mopeia","Mopeia Sede","Rovuma/Conho"
"hamlet","Cumbalenga","Cumbalenga","Cumbalenga","Cumbalenga","Mozambique","Zambezia","Mopeia","Mopeia Sede","Rovuma/Conho"
"hamlet","Lota","Lota","Lota","Lota","Mozambique","Zambezia","Mopeia","Mopeia Sede","Rovuma/Conho"
"hamlet","Majambe","Majambe","Majambe","Majambe","Mozambique","Zambezia","Mopeia","Mopeia Sede","Rovuma/Conho"
"hamlet","Nhango","Nhango","Nhango","Nhango","Mozambique","Zambezia","Mopeia","Mopeia Sede","Rovuma/Conho"
"hamlet","Nsanzo","Nsanzo","Nsanzo","Nsanzo","Mozambique","Zambezia","Mopeia","Mopeia Sede","Rovuma/Conho"
"hamlet","Ntruzao","Ntruzao","Ntruzao","Ntruzao","Mozambique","Zambezia","Mopeia","Mopeia Sede","Rovuma/Conho"
"hamlet","Other","Other","Outro","Nyingine","Mozambique","Zambezia","Mopeia","Mopeia Sede","Rovuma/Conho"
"hamlet","Other","Other","Outro","Nyingine","Mozambique","Zambezia","Mopeia","Mopeia Sede","Other"
"hamlet","1 de Maio","1 de Maio","1 de Maio","1 de Maio","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","25 de Junho","25 de Junho","25 de Junho","25 de Junho","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","25 de Setembro","25 de Setembro","25 de Setembro","25 de Setembro","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","3 de Fevereiro","3 de Fevereiro","3 de Fevereiro","3 de Fevereiro","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","4 de Outubro","4 de Outubro","4 de Outubro","4 de Outubro","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","Acordos de Lusaka","Acordos de Lusaka","Acordos de Lusaka","Acordos de Lusaka","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","Armando Emilio Guebuza","Armando Emilio Guebuza","Armando Emilio Guebuza","Armando Emilio Guebuza","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","Assiate","Assiate","Assiate","Assiate","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","Bajone","Bajone","Bajone","Bajone","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","Bariela","Bariela","Bariela","Bariela","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","Caixote","Caixote","Caixote","Caixote","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","Cundine","Cundine","Cundine","Cundine","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","Eduardo Mondlane","Eduardo Mondlane","Eduardo Mondlane","Eduardo Mondlane","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","Jorissa","Jorissa","Jorissa","Jorissa","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","Josina Machel","Josina Machel","Josina Machel","Josina Machel","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","Maina","Maina","Maina","Maina","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","Milange","Milange","Milange","Milange","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","Namitala","Namitala","Namitala","Namitala","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","Ntxenga","Ntxenga","Ntxenga","Ntxenga","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","Sacuane","Sacuane","Sacuane","Sacuane","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","Samaral","Samaral","Samaral","Samaral","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","Sololo","Sololo","Sololo","Sololo","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","Other","Other","Outro","Nyingine","Mozambique","Zambezia","Mopeia","Posto Campo","Campo Sede"
"hamlet","Andale","Andale","Andale","Andale","Mozambique","Zambezia","Mopeia","Posto Campo","Catale"
"hamlet","Antonio","Antonio","Antonio","Antonio","Mozambique","Zambezia","Mopeia","Posto Campo","Catale"
"hamlet","Changaue","Changaue","Changaue","Changaue","Mozambique","Zambezia","Mopeia","Posto Campo","Catale"
"hamlet","Licasse","Licasse","Licasse","Licasse","Mozambique","Zambezia","Mopeia","Posto Campo","Catale"
"hamlet","Manhai","Manhai","Manhai","Manhai","Mozambique","Zambezia","Mopeia","Posto Campo","Catale"
"hamlet","Mbawala","Mbawala","Mbawala","Mbawala","Mozambique","Zambezia","Mopeia","Posto Campo","Catale"
"hamlet","Morais","Morais","Morais","Morais","Mozambique","Zambezia","Mopeia","Posto Campo","Catale"
"hamlet","Muacaniua","Muacaniua","Muacaniua","Muacaniua","Mozambique","Zambezia","Mopeia","Posto Campo","Catale"
"hamlet","Murrongone","Murrongone","Murrongone","Murrongone","Mozambique","Zambezia","Mopeia","Posto Campo","Catale"
"hamlet","Namaria","Namaria","Namaria","Namaria","Mozambique","Zambezia","Mopeia","Posto Campo","Catale"
"hamlet","Nhagoanine","Nhagoanine","Nhagoanine","Nhagoanine","Mozambique","Zambezia","Mopeia","Posto Campo","Catale"
"hamlet","Panela","Panela","Panela","Panela","Mozambique","Zambezia","Mopeia","Posto Campo","Catale"
"hamlet","Raposo","Raposo","Raposo","Raposo","Mozambique","Zambezia","Mopeia","Posto Campo","Catale"
"hamlet","Waluto","Waluto","Waluto","Waluto","Mozambique","Zambezia","Mopeia","Posto Campo","Catale"
"hamlet","Other","Other","Outro","Nyingine","Mozambique","Zambezia","Mopeia","Posto Campo","Catale"
"hamlet","1 de Junho","1 de Junho","1 de Junho","1 de Junho","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","1 de Maio","1 de Maio","1 de Maio","1 de Maio","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","25 de Junho","25 de Junho","25 de Junho","25 de Junho","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","3 de Fevereiro","3 de Fevereiro","3 de Fevereiro","3 de Fevereiro","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","7 de Abril","7 de Abril","7 de Abril","7 de Abril","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","Acordos de Lusaka","Acordos de Lusaka","Acordos de Lusaka","Acordos de Lusaka","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","Cadongo","Cadongo","Cadongo","Cadongo","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","Caline","Caline","Caline","Caline","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","Ceta","Ceta","Ceta","Ceta","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","Chiurine","Chiurine","Chiurine","Chiurine","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","Liberdade","Liberdade","Liberdade","Liberdade","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","Lima","Lima","Lima","Lima","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","Mauia","Mauia","Mauia","Mauia","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","Micombezi","Micombezi","Micombezi","Micombezi","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","Mirrongone","Mirrongone","Mirrongone","Mirrongone","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","Mpiaeca","Mpiaeca","Mpiaeca","Mpiaeca","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","Mudiba","Mudiba","Mudiba","Mudiba","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","Nasarone","Nasarone","Nasarone","Nasarone","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","Nhamirimba","Nhamirimba","Nhamirimba","Nhamirimba","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","Paz","Paz","Paz","Paz","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","Rimba","Rimba","Rimba","Rimba","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","Simogo","Simogo","Simogo","Simogo","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","Sitone","Sitone","Sitone","Sitone","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","Other","Other","Outro","Nyingine","Mozambique","Zambezia","Mopeia","Posto Campo","Luala"
"hamlet","Compone","Compone","Compone","Compone","Mozambique","Zambezia","Mopeia","Posto Campo","Mungane"
"hamlet","Guia","Guia","Guia","Guia","Mozambique","Zambezia","Mopeia","Posto Campo","Mungane"
"hamlet","Luala","Luala","Luala","Luala","Mozambique","Zambezia","Mopeia","Posto Campo","Mungane"
"hamlet","Micajune","Micajune","Micajune","Micajune","Mozambique","Zambezia","Mopeia","Posto Campo","Mungane"
"hamlet","Mipurene","Mipurene","Mipurene","Mipurene","Mozambique","Zambezia","Mopeia","Posto Campo","Mungane"
"hamlet","Mirerene","Mirerene","Mirerene","Mirerene","Mozambique","Zambezia","Mopeia","Posto Campo","Mungane"
"hamlet","Muanamaino","Muanamaino","Muanamaino","Muanamaino","Mozambique","Zambezia","Mopeia","Posto Campo","Mungane"
"hamlet","Namicole","Namicole","Namicole","Namicole","Mozambique","Zambezia","Mopeia","Posto Campo","Mungane"
"hamlet","Pambane","Pambane","Pambane","Pambane","Mozambique","Zambezia","Mopeia","Posto Campo","Mungane"
"hamlet","Vareia","Vareia","Vareia","Vareia","Mozambique","Zambezia","Mopeia","Posto Campo","Mungane"
"hamlet","Zengue","Zengue","Zengue","Zengue","Mozambique","Zambezia","Mopeia","Posto Campo","Mungane"
"hamlet","Other","Other","Outro","Nyingine","Mozambique","Zambezia","Mopeia","Posto Campo","Mungane"
"hamlet","Other","Other","Outro","Nyingine","Mozambique","Zambezia","Mopeia","Posto Campo","Other"
"hamlet","1 de Maio","1 de Maio","1 de Maio","1 de Maio","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","25 de Setembro","25 de Setembro","25 de Setembro","25 de Setembro","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","3 de Fevereiro","3 de Fevereiro","3 de Fevereiro","3 de Fevereiro","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","7 de Setembro","7 de Setembro","7 de Setembro","7 de Setembro","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Acordos de Lusaka","Acordos de Lusaka","Acordos de Lusaka","Acordos de Lusaka","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Agostinho Neto","Agostinho Neto","Agostinho Neto","Agostinho Neto","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Armando Emilio Guebuza","Armando Emilio Guebuza","Armando Emilio Guebuza","Armando Emilio Guebuza","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Braz","Braz","Braz","Braz","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Chimuara Sede","Chimuara Sede","Chimuara Sede","Chimuara Sede","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Chitucotuco","Chitucotuco","Chitucotuco","Chitucotuco","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Chizimba","Chizimba","Chizimba","Chizimba","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Cimento","Cimento","Cimento","Cimento","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Coyowe","Coyowe","Coyowe","Coyowe","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Eduardo Mondlane","Eduardo Mondlane","Eduardo Mondlane","Eduardo Mondlane","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Fardo","Fardo","Fardo","Fardo","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Gulamo","Gulamo","Gulamo","Gulamo","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Janeiro","Janeiro","Janeiro","Janeiro","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Josina Machel","Josina Machel","Josina Machel","Josina Machel","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Julius Nyerere","Julius Nyerere","Julius Nyerere","Julius Nyerere","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Liberdade","Liberdade","Liberdade","Liberdade","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Magaio","Magaio","Magaio","Magaio","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Mambucha","Mambucha","Mambucha","Mambucha","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Mandawa","Mandawa","Mandawa","Mandawa","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Mefula","Mefula","Mefula","Mefula","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Minjale","Minjale","Minjale","Minjale","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Namigonhane","Namigonhane","Namigonhane","Namigonhane","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Navena","Navena","Navena","Navena","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Ncomati","Ncomati","Ncomati","Ncomati","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Nhacatundo","Nhacatundo","Nhacatundo","Nhacatundo","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Nhamingulo","Nhamingulo","Nhamingulo","Nhamingulo","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Nhamipama","Nhamipama","Nhamipama","Nhamipama","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Nhamirere","Nhamirere","Nhamirere","Nhamirere","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Nhamizinga","Nhamizinga","Nhamizinga","Nhamizinga","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Nhanga","Nhanga","Nhanga","Nhanga","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Noere","Noere","Noere","Noere","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Nsussa","Nsussa","Nsussa","Nsussa","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Nzanza Sede","Nzanza Sede","Nzanza Sede","Nzanza Sede","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Quembo","Quembo","Quembo","Quembo","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Sambalendo","Sambalendo","Sambalendo","Sambalendo","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Sambane","Sambane","Sambane","Sambane","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Samora Machel","Samora Machel","Samora Machel","Samora Machel","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Sangate","Sangate","Sangate","Sangate","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Sassune","Sassune","Sassune","Sassune","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Soares","Soares","Soares","Soares","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Somopo","Somopo","Somopo","Somopo","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Taibo","Taibo","Taibo","Taibo","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Valeta","Valeta","Valeta","Valeta","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Other","Other","Outro","Nyingine","Mozambique","Zambezia","Mopeia","Sambalendo","Sambalendo"
"hamlet","Other","Other","Outro","Nyingine","Mozambique","Zambezia","Mopeia","Sambalendo","Other"
"hamlet","Mkundi","Mkundi","Mkundi","Mkundi","Tanzania","Pwani","Kibiti DC","Bungu","Bungu A"
"hamlet","Mwenge","Mwenge","Mwenge","Mwenge","Tanzania","Pwani","Kibiti DC","Bungu","Bungu A"
"hamlet","Mwongozo","Mwongozo","Mwongozo","Mwongozo","Tanzania","Pwani","Kibiti DC","Bungu","Bungu A"
"hamlet","Nyamango","Nyamango","Nyamango","Nyamango","Tanzania","Pwani","Kibiti DC","Bungu","Bungu A"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Bungu","Bungu A"
"hamlet","Kibaoni","Kibaoni","Kibaoni","Kibaoni","Tanzania","Pwani","Kibiti DC","Bungu","Bungu B"
"hamlet","Kibwibwi","Kibwibwi","Kibwibwi","Kibwibwi","Tanzania","Pwani","Kibiti DC","Bungu","Bungu B"
"hamlet","Kinyamale","Kinyamale","Kinyamale","Kinyamale","Tanzania","Pwani","Kibiti DC","Bungu","Bungu B"
"hamlet","Kipenya","Kipenya","Kipenya","Kipenya","Tanzania","Pwani","Kibiti DC","Bungu","Bungu B"
"hamlet","Kitula","Kitula","Kitula","Kitula","Tanzania","Pwani","Kibiti DC","Bungu","Bungu B"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Bungu","Bungu B"
"hamlet","Azimio","Azimio","Azimio","Azimio","Tanzania","Pwani","Kibiti DC","Bungu","Mangombela"
"hamlet","Nyamango","Nyamango","Nyamango","Nyamango","Tanzania","Pwani","Kibiti DC","Bungu","Mangombela"
"hamlet","Other","Other","Outro","Nyingine","Tanzania","Pwani","Kibiti DC","Bungu","Mangombela"
"hamlet","Bungu 'B'","Bungu 'B'","Bungu 'B'","Bungu 'B'","Tanzania","Pwani","Kibiti DC","Bungu","Msafiri"
"hamlet","Msafiri","Msafiri","Msafiri","Msafiri","Tanzania","Pwani","Kibiti DC","Bungu","Msafiri"
"hamlet","Ngongoloka","Ngongoloka","Ngongoloka","Ngongoloka","Tanzania","Pwani","Kibiti DC","Bungu","Msafiri"
